2010,Played Date,Matches,Place,Man of the Match,Result
2010,"Apr 25, 2010",Chennai Super Kings 168-5 Vs Mumbai Indians 146-9,"Dr DY Patil Sports Academy, Mumbai, India",SK Raina,Chennai Super Kings won by 22 runs
2010,"Apr 24, 2010",Deccan Chargers 82-10 Vs Royal Challengers Bangalore 86-1,"Dr DY Patil Sports Academy, Mumbai, India",A Kumble,Royal Challengers Bangalore won by 9 wickets
2010,"Apr 22, 2010",Chennai Super Kings 142-7 Vs Deccan Chargers 104-10,"Dr DY Patil Sports Academy, Mumbai, India",DE Bollinger,Chennai Super Kings won by 38 runs
2010,"Apr 21, 2010",Mumbai Indians 184-5 Vs Royal Challengers Bangalore 149-9,"Dr DY Patil Sports Academy, Mumbai, India",KA Pollard,Mumbai Indians won by 35 runs
2010,"Apr 19, 2010",Mumbai Indians 133-8 Vs Kolkata Knight Riders 135-1,"Eden Gardens, Kolkata, India",M Kartik,Kolkata Knight Riders won by 9 wickets
2010,"Apr 18, 2010",Kings XI Punjab 192-3 Vs Chennai Super Kings 195-4,"Himachal Pradesh Cricket Association Stadium, Dharmasala, India",MS Dhoni,Chennai Super Kings won by 6 wickets
2010,"Apr 18, 2010",Deccan Chargers 145-7 Vs Delhi Daredevils 134-7,"Feroz Shah Kotla, Delhi, India",A Symonds,Deccan Chargers won by 11 runs
2010,"Apr 17, 2010",Mumbai Indians 191-4 Vs Royal Challengers Bangalore 134-9,"M Chinnaswamy Stadium, Bangalore, India",R McLaren,Mumbai Indians won by 57 runs
2010,"Apr 17, 2010",Rajasthan Royals 132-9 Vs Kolkata Knight Riders 133-2,"Eden Gardens, Kolkata, India",JD Unadkat,Kolkata Knight Riders won by 8 wickets
2010,"Apr 16, 2010",Kings XI Punjab 174-3 Vs Deccan Chargers 178-5,"Himachal Pradesh Cricket Association Stadium, Dharmasala, India",RG Sharma,Deccan Chargers won by 5 wickets
2010,"Apr 15, 2010",Chennai Super Kings 112-9 Vs Delhi Daredevils 113-4,"MA Chidambaram Stadium, Chepauk, Chennai, India",G Gambhir,Delhi Daredevils won by 6 wickets
2010,"Apr 14, 2010",Rajasthan Royals 130-6 Vs Royal Challengers Bangalore 132-5,"Sawai Mansingh Stadium, Jaipur, India",KP Pietersen,Royal Challengers Bangalore won by 5 wickets
2010,"Apr 13, 2010",Mumbai Indians 183-4 Vs Delhi Daredevils 144-7,"Brabourne Stadium, Mumbai, India",KA Pollard,Mumbai Indians won by 39 runs
2010,"Apr 13, 2010",Kolkata Knight Riders 139-8 Vs Chennai Super Kings 143-1,"MA Chidambaram Stadium, Chepauk, Chennai, India",R Ashwin,Chennai Super Kings won by 9 wickets
2010,"Apr 12, 2010",Deccan Chargers 151-6 Vs Royal Challengers Bangalore 138-10,"Vidarbha Cricket Association Stadium, Nagpur, India",HS Bansal,Deccan Chargers won by 13 runs
2010,"Apr 11, 2010",Mumbai Indians 174-5 Vs Rajasthan Royals 137-8,"Sawai Mansingh Stadium, Jaipur, India",SR Tendulkar,Mumbai Indians won by 37 runs
2010,"Apr 11, 2010",Delhi Daredevils 111-10 Vs Kings XI Punjab 112-3,"Feroz Shah Kotla, Delhi, India",PP Chawla,Kings XI Punjab won by 7 wickets
2010,"Apr 10, 2010",Chennai Super Kings 138-8 Vs Deccan Chargers 139-4,"Vidarbha Cricket Association Stadium, Nagpur, India",RJ Harris,Deccan Chargers won by 6 wickets
2010,"Apr 10, 2010",Kolkata Knight Riders 160-9 Vs Royal Challengers Bangalore 162-3,"M Chinnaswamy Stadium, Bangalore, India",R Vinay Kumar,Royal Challengers Bangalore won by 7 wickets
2010,"Apr 09, 2010",Mumbai Indians 154-9 Vs Kings XI Punjab 158-4,"Punjab Cricket Association Stadium, Mohali, India",KC Sangakkara,Kings XI Punjab won by 6 wickets
2010,"Apr 08, 2010",Royal Challengers Bangalore 184-6 Vs Deccan Chargers 186-3,"M Chinnaswamy Stadium, Bangalore, India",TL Suman,Deccan Chargers won by 7 wickets
2010,"Apr 07, 2010",Kings XI Punjab 153-6 Vs Rajasthan Royals 157-1,"Sawai Mansingh Stadium, Jaipur, India",MJ Lumb,Rajasthan Royals won by 9 wickets
2010,"Apr 07, 2010",Kolkata Knight Riders 181-3 Vs Delhi Daredevils 167-8,"Eden Gardens, Kolkata, India",SC Ganguly,Kolkata Knight Riders won by 14 runs
2010,"Apr 06, 2010",Chennai Super Kings 165-4 Vs Mumbai Indians 141-9,"MA Chidambaram Stadium, Chepauk, Chennai, India",SK Raina,Chennai Super Kings won by 24 runs
2010,"Apr 05, 2010",Rajasthan Royals 159-10 Vs Deccan Chargers 157-10,"Vidarbha Cricket Association Stadium, Nagpur, India",SK Warne,Rajasthan Royals won by 2 runs
2010,"Apr 04, 2010",Kolkata Knight Riders 200-3 Vs Kings XI Punjab 204-2,"Eden Gardens, Kolkata, India",DPMD Jayawardene,Kings XI Punjab won by 8 wickets
2010,"Apr 04, 2010",Delhi Daredevils 184-5 Vs Royal Challengers Bangalore 147-9,"Feroz Shah Kotla, Delhi, India",PD Collingwood,Delhi Daredevils won by 37 runs
2010,"Apr 03, 2010",Mumbai Indians 178-5 Vs Deccan Chargers 115-10,"Brabourne Stadium, Mumbai, India",AT Rayudu,Mumbai Indians won by 63 runs
2010,"Apr 03, 2010",Chennai Super Kings 246-5 Vs Rajasthan Royals 223-5,"MA Chidambaram Stadium, Chepauk, Chennai, India",M Vijay,Chennai Super Kings won by 23 runs
2010,"Apr 02, 2010",Kings XI Punjab 181-5 Vs Royal Challengers Bangalore 184-4,"Punjab Cricket Association Stadium, Mohali, India",KP Pietersen,Royal Challengers Bangalore won by 6 wickets
2010,"Apr 01, 2010",Kolkata Knight Riders 181-6 Vs Deccan Chargers 157-5,"Eden Gardens, Kolkata, India",SC Ganguly,Kolkata Knight Riders won by 24 runs
2010,"Mar 31, 2010",Delhi Daredevils 188-6 Vs Rajasthan Royals 121-10,"Feroz Shah Kotla, Delhi, India",KD Karthik,Delhi Daredevils won by 67 runs
2010,"Mar 31, 2010",Royal Challengers Bangalore 161-4 Vs Chennai Super Kings 162-5,"MA Chidambaram Stadium, Chepauk, Chennai, India",M Vijay,Chennai Super Kings won by 5 wickets
2010,"Mar 30, 2010",Kings XI Punjab 163-10 Vs Mumbai Indians 164-6,"Brabourne Stadium, Mumbai, India",SL Malinga,Mumbai Indians won by 4 wickets
2010,"Mar 29, 2010",Delhi Daredevils 177-4 Vs Kolkata Knight Riders 137-9,"Feroz Shah Kotla, Delhi, India",DA Warner,Delhi Daredevils won by 40 runs
2010,"Mar 28, 2010",Rajasthan Royals 177-8 Vs Chennai Super Kings 160-6,"Sardar Patel Stadium, Motera, Ahmedabad, India",NV Ojha,Rajasthan Royals won by 17 runs
2010,"Mar 28, 2010",Mumbai Indians 172-7 Vs Deccan Chargers 131-10,"Dr DY Patil Sports Academy, Mumbai, India",Harbhajan Singh,Mumbai Indians won by 41 runs
2010,"Mar 27, 2010",Kolkata Knight Riders 183-5 Vs Kings XI Punjab 144-6,"Punjab Cricket Association Stadium, Mohali, India",MK Tiwary,Kolkata Knight Riders won by 39 runs
2010,"Mar 26, 2010",Deccan Chargers 148-9 Vs Rajasthan Royals 151-2,"Sardar Patel Stadium, Motera, Ahmedabad, India",YK Pathan,Rajasthan Royals won by 8 wickets
2010,"Mar 25, 2010",Delhi Daredevils 183-4 Vs Royal Challengers Bangalore 166-9,"M Chinnaswamy Stadium, Bangalore, India",KM Jadhav,Delhi Daredevils won by 17 runs
2010,"Mar 25, 2010",Chennai Super Kings 180-2 Vs Mumbai Indians 181-5,"Brabourne Stadium, Mumbai, India",SR Tendulkar,Mumbai Indians won by 5 wickets
2010,"Mar 24, 2010",Rajasthan Royals 183-5 Vs Kings XI Punjab 152-10,"Punjab Cricket Association Stadium, Mohali, India",AC Voges,Rajasthan Royals won by 31 runs
2010,"Mar 23, 2010",Royal Challengers Bangalore 171-5 Vs Chennai Super Kings 135-7,"M Chinnaswamy Stadium, Bangalore, India",RV Uthappa,Royal Challengers Bangalore won by 36 runs
2010,"Mar 22, 2010",Kolkata Knight Riders 155-3 Vs Mumbai Indians 156-3,"Brabourne Stadium, Mumbai, India",SR Tendulkar,Mumbai Indians won by 7 wickets
2010,"Mar 21, 2010",Deccan Chargers 171-6 Vs Delhi Daredevils 161-9,"Barabati Stadium, Cuttack, India",A Symonds,Deccan Chargers won by 10 runs
2010,"Mar 21, 2010",Kings XI Punjab 136-8 Vs Chennai Super Kings 136-7,"MA Chidambaram Stadium, Chepauk, Chennai, India",J Theron,Match Tied
2010,"Mar 20, 2010",Mumbai Indians 151-9 Vs Royal Challengers Bangalore 155-3,"Brabourne Stadium, Mumbai, India",JH Kallis,Royal Challengers Bangalore won by 7 wickets
2010,"Mar 20, 2010",Rajasthan Royals 168-7 Vs Kolkata Knight Riders 134-5,"Sardar Patel Stadium, Motera, Ahmedabad, India",AA Jhunjhunwala,Rajasthan Royals won by 34 runs
2010,"Mar 19, 2010",Deccan Chargers 170-7 Vs Kings XI Punjab 164-8,"Barabati Stadium, Cuttack, India",A Symonds,Deccan Chargers won by 6 runs
2010,"Mar 19, 2010",Delhi Daredevils 185-6 Vs Chennai Super Kings 190-5,"Feroz Shah Kotla, Delhi, India",ML Hayden,Chennai Super Kings won by 5 wickets
2010,"Mar 18, 2010",Rajasthan Royals 92-10 Vs Royal Challengers Bangalore 930,"M Chinnaswamy Stadium, Bangalore, India",JH Kallis,Royal Challengers Bangalore won by 10 wickets
2010,"Mar 17, 2010",Mumbai Indians 218-7 Vs Delhi Daredevils 120-9,"Feroz Shah Kotla, Delhi, India",SR Tendulkar,Mumbai Indians won by 98 runs
2010,"Mar 16, 2010",Kings XI Punjab 203-3 Vs Royal Challengers Bangalore 204-2,"M Chinnaswamy Stadium, Bangalore, India",JH Kallis,Royal Challengers Bangalore won by 8 wickets
2010,"Mar 16, 2010",Chennai Super Kings 164-3 Vs Kolkata Knight Riders 109-10,"Eden Gardens, Kolkata, India",MS Dhoni,Chennai Super Kings won by 55 runs
2010,"Mar 15, 2010",Rajasthan Royals 141-6 Vs Delhi Daredevils 142-4,"Sardar Patel Stadium, Motera, Ahmedabad, India",V Sehwag,Delhi Daredevils won by 6 wickets
2010,"Mar 14, 2010",Royal Challengers Bangalore 135-7 Vs Kolkata Knight Riders 136-3,"Eden Gardens, Kolkata, India",MK Tiwary,Kolkata Knight Riders won by 7 wickets
2010,"Mar 14, 2010",Deccan Chargers 190-4 Vs Chennai Super Kings 159-9,"MA Chidambaram Stadium, Chepauk, Chennai, India",WPUJC Vaas,Deccan Chargers won by 31 runs
2010,"Mar 13, 2010",Kings XI Punjab 142-9 Vs Delhi Daredevils 146-5,"Punjab Cricket Association Stadium, Mohali, India",G Gambhir,Delhi Daredevils won by 5 wickets
2010,"Mar 13, 2010",Mumbai Indians 212-6 Vs Rajasthan Royals 208-7,"Brabourne Stadium, Mumbai, India",YK Pathan,Mumbai Indians won by 4 runs
2010,"Mar 12, 2010",Kolkata Knight Riders 161-4 Vs Deccan Chargers 150-7,"Dr DY Patil Sports Academy, Mumbai, India",AD Mathews,Kolkata Knight Riders won by 11 runs
